CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PoliceStationID,latitude,longitude,CaseCategoryID,GravityOffenceID,CaseStatusID,CrimeType,BriefFacts
1057,100011015202601057,202601057,2025-08-19,1015,13.037901,77.59792,1,1,3,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
1058,100011013202601058,202601058,2025-08-04,1013,13.044221,77.548882,1,2,1,Fraud/Cheating,The accused posed as a real estate agent and collected ₹981516 as advance for a site. Later it was found the documents were forged.
1059,100061060202601059,202601059,2024-11-06,1060,15.377938,75.042616,1,2,3,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹967535 to UPI ID user160@ybl. When trying to withdraw, the scammers vanished."
1060,100011010202601060,202601060,2024-02-07,1010,13.017334,77.47723,1,1,3,Fraud/Cheating,The accused posed as a real estate agent and collected ₹801138 as advance for a site. Later it was found the documents were forged.
1061,100041035202601061,202601061,2025-06-13,1035,12.878317,74.797153,1,2,2,Cybercrime,"Fraudster contacted the victim from +916030884438 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹47089 was debited from their SBI account."
1062,100011015202601062,202601062,2026-05-17,1015,13.053163,77.6129,1,2,2,Kidnapping,A minor went missing from outside their school. Witnesses reported seeing them being forced into a white van.
1063,100011009202601063,202601063,2025-04-08,1009,12.919748,77.60569,1,2,4,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹533547 to UPI ID scammer39@paytm. When trying to withdraw, the scammers vanished."
1064,100011012202601064,202601064,2025-07-09,1012,12.922641,77.52871,3,2,2,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹161031 to clear their name.
1065,100011001202601065,202601065,2026-04-28,1001,13.002796,77.517079,4,2,1,Fraud/Cheating,The accused posed as a real estate agent and collected ₹216260 as advance for a site. Later it was found the documents were forged.
1066,100021019202601066,202601066,2025-06-03,1019,13.343853,77.569387,1,2,2,Narcotics,"During a raid, police apprehended a suspect carrying 130 grams of MDMA intended for distribution among college students."
1067,100221166202601067,202601067,2026-02-05,1166,13.077433,78.079201,1,2,4,Cybercrime,"Fraudster contacted the victim from +917452066459 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹7317 was debited from their SBI account."
1068,100231174202601068,202601068,2024-07-20,1174,16.798565,77.14439,1,2,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹60942 and cash were stolen.
1069,100141115202601069,202601069,2024-02-03,1115,12.530277,76.858764,1,2,1,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
1070,100071062202601070,202601070,2026-05-08,1062,17.408884,76.849178,1,2,2,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
1071,100011002202601071,202601071,2025-07-25,1002,12.924067,77.521559,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹139948 and cash were stolen.
1072,100121099202601072,202601072,2024-01-24,1099,13.416138,77.024727,1,2,1,Kidnapping,A minor went missing from outside their school. Witnesses reported seeing them being forced into a white van.
1073,100011010202601073,202601073,2025-01-14,1010,13.018675,77.491813,1,2,1,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
1074,100271197202601074,202601074,2026-02-07,1197,17.807208,77.520516,1,2,4,Fraud/Cheating,The accused posed as a real estate agent and collected ₹952937 as advance for a site. Later it was found the documents were forged.
1075,100141116202601075,202601075,2025-01-14,1116,12.522837,76.888548,1,1,4,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
1076,100091082202601076,202601076,2026-01-25,1082,16.162124,77.34968,1,2,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹103360 and cash were stolen.
1077,100011012202601077,202601077,2024-08-08,1012,12.937261,77.536264,4,1,3,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹376132 to clear their name.
1078,100011010202601078,202601078,2025-08-19,1010,13.015875,77.510083,1,1,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹72149 and cash were stolen.
1079,100031027202601079,202601079,2024-11-15,1027,12.246439,76.708821,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹222995 and cash were stolen.
1080,100011010202601080,202601080,2025-06-06,1010,13.045896,77.499538,1,2,3,Narcotics,"During a raid, police apprehended a suspect carrying 234 grams of MDMA intended for distribution among college students."
1081,100031030202601081,202601081,2024-03-29,1030,12.230612,76.63339,3,1,4,Murder/Attempt,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
1082,100041040202601082,202601082,2026-06-08,1040,12.867833,74.791828,1,2,4,Fraud/Cheating,The accused posed as a real estate agent and collected ₹906367 as advance for a site. Later it was found the documents were forged.
1083,100011001202601083,202601083,2025-03-12,1001,13.017524,77.483023,1,2,1,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
1084,100011010202601084,202601084,2025-03-02,1010,13.023507,77.502021,1,1,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹222813 and cash were stolen.
1085,100061056202601085,202601085,2024-10-04,1056,15.437467,75.075336,4,2,3,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹54526 and cash were stolen.
1086,100011001202601086,202601086,2026-06-19,1001,12.990543,77.504015,1,1,1,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
1087,100131109202601087,202601087,2025-02-07,1109,12.945182,76.186357,1,2,1,Kidnapping,A minor went missing from outside their school. Witnesses reported seeing them being forced into a white van.
1088,100011001202601088,202601088,2024-10-13,1001,13.002681,77.48128,1,1,3,Fraud/Cheating,The accused posed as a real estate agent and collected ₹561697 as advance for a site. Later it was found the documents were forged.
1089,100011005202601089,202601089,2024-01-26,1005,12.96996,77.502177,1,1,1,Fraud/Cheating,The accused posed as a real estate agent and collected ₹999143 as advance for a site. Later it was found the documents were forged.
1090,100031025202601090,202601090,2026-03-04,1025,12.325752,76.625532,1,1,2,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹180807 to clear their name.
1091,100011001202601091,202601091,2025-05-22,1001,12.992884,77.495928,1,2,4,Fraud/Cheating,The accused posed as a real estate agent and collected ₹477788 as advance for a site. Later it was found the documents were forged.
1092,100051046202601092,202601092,2025-07-26,1046,15.775279,74.507438,1,2,3,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹488083 to clear their name.
1093,100111098202601093,202601093,2026-06-22,1098,13.956529,75.584452,1,1,3,Fraud/Cheating,The accused posed as a real estate agent and collected ₹325306 as advance for a site. Later it was found the documents were forged.
1094,100061053202601094,202601094,2024-12-14,1053,15.323278,75.16155,1,1,3,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
1095,100161130202601095,202601095,2026-01-03,1130,11.955748,76.91046,3,1,1,Fraud/Cheating,The accused posed as a real estate agent and collected ₹645611 as advance for a site. Later it was found the documents were forged.
1096,100011013202601096,202601096,2025-07-16,1013,13.070766,77.559719,4,2,1,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1619064 to UPI ID user160@ybl. When trying to withdraw, the scammers vanished."
1097,100041035202601097,202601097,2025-07-16,1035,12.866405,74.821,1,2,4,Fraud/Cheating,The accused posed as a real estate agent and collected ₹734617 as advance for a site. Later it was found the documents were forged.
1098,100261190202601098,202601098,2025-09-25,1190,16.220606,75.619769,1,2,1,Fraud/Cheating,The accused posed as a real estate agent and collected ₹798249 as advance for a site. Later it was found the documents were forged.
1099,100021018202601099,202601099,2026-06-13,1018,13.283365,77.542132,1,2,1,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
1100,100021023202601100,202601100,2024-06-05,1023,13.205615,77.49796,4,1,3,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹447182 to clear their name.
1101,100251186202601101,202601101,2025-07-04,1186,14.859126,75.416212,3,2,2,Cybercrime,"Fraudster contacted the victim from +916519709079 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹20822 was debited from their SBI account."
1102,100051044202601102,202601102,2024-04-24,1044,15.943406,74.497561,1,2,3,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
1103,100011008202601103,202601103,2024-07-28,1008,13.010525,77.60717,3,2,1,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
1104,100011010202601104,202601104,2025-07-28,1010,13.028661,77.493443,1,2,4,Fraud/Cheating,The accused posed as a real estate agent and collected ₹575557 as advance for a site. Later it was found the documents were forged.
1105,100011005202601105,202601105,2026-02-05,1005,12.956691,77.501567,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹197883 and cash were stolen.
1106,100011013202601106,202601106,2024-10-04,1013,13.04472,77.579721,3,2,2,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
